Rank,Rating,Artist,Number of Songs,Number of Songs Disliked,Number of Songs Unheard,Number of Songs Undecided,Number of Songs Loved,Songs In Queue,Total Songs Reviewed,Remaining Importance,Unheard Importance,Inflation Factor,Lowest Possible Rating,Highest Possible Rating,Lowest Queue Rating,Highest Queue Rating,Highest Possible Ranking,Lowest Possible Ranking,Highest Queue Ranking,Lowest Queue Ranking,Highest Immediate Ranking,Lowest Immediate Ranking,Possible Rankings,Possible Queue Rankings,Possible Immediate Rankings,Range,Queue Range,League,Test Rating
T2126,0.0,SYML,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,SZNS,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saba Abraha,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sabina Ddumba,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sabrina Claudio,0,0,17,17,0,0.0,0,0,0,17.0,-17.0,17.0,-0.0,0.0,59,15337,2126,2728,104,15338,15279,603,15235,34.0,0.0,None,
T2126,0.0,Sabrina Signs,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sabrina Sterling,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sachal Vasandani,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sacx One,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sad Generation,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sad Heroes,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sad Night Dynamite,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Sadat X,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sade,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sadie Hawkins,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sadie Jean,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sadistik,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Safa Gaw,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,SafetySuit,0,0,6,7,0,1.0,0,0,0,7.0,-7.0,7.0,-1.0,1.0,119,15337,802,14008,231,15335,15219,13207,15105,14.0,2.0,None,
T2126,0.0,Safia Nolin,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,SahBabii,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Said The Whale,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saigon,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Agnes,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Asonia,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Blonde,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Saint Bodhi,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Saint Cassius,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Claire,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,Saint Lewis,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Mark,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Mesa,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Motel,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Saint Sinner,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Saint Sister,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saint Slumber,0,0,5,5,0,0.0,0,0,0,5.0,-5.0,5.0,-0.0,0.0,148,15337,2126,2728,287,15324,15190,603,15038,10.0,0.0,None,
T2126,0.0,Saintseneca,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sainvil,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saivs,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sak Noel,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sakura,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sakuraburst,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sal3m,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Salda,0,0,0,1,0,1.0,0,0,0,1.0,-1.0,1.0,-1.0,1.0,479,14633,802,14008,830,13904,14155,13207,13075,2.0,2.0,None,
T2126,0.0,Salena Mastroianni,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Saliou Balde,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sally Boy,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sally Sossa,0,0,8,8,0,0.0,0,0,0,8.0,-8.0,8.0,-0.0,0.0,110,15337,2126,2728,199,15335,15228,603,15137,16.0,0.0,None,
T2126,0.0,Salt Cathedral,0,0,9,9,0,0.0,0,0,0,9.0,-9.0,9.0,-0.0,0.0,100,15337,2126,2728,185,15335,15238,603,15151,18.0,0.0,None,
T2126,0.0,Salt Of The Sound,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Salva,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Salvatore Ganacci,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Salvi,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Austins,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Barsh,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Beam,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Carter,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam DeRosa,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Sam Ezeh,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Fender,0,0,12,12,0,0.0,0,0,0,12.0,-12.0,12.0,-0.0,0.0,75,15337,2126,2728,144,15337,15263,603,15194,24.0,0.0,None,
T2126,0.0,Sam Fischer,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,Sam Gray,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Hoss,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam James,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Lachow,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Moss,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Nelson Harris,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Nicolosi,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Ock,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Padrul,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Palladio,0,0,0,1,0,1.0,0,0,0,1.0,-1.0,1.0,-1.0,1.0,479,14633,802,14008,830,13904,14155,13207,13075,2.0,2.0,None,
T2126,0.0,Sam Pinkerton,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Ryder,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Seg,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Setton,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Short,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Sneak,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Tompkins,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam Truth,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Tsui,0,0,1,2,0,1.0,0,0,0,2.0,-2.0,2.0,-1.0,1.0,295,15333,802,14008,526,15122,15039,13207,14597,4.0,2.0,None,
T2126,0.0,Sam Will,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam Williams,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sam i,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Sam the Astronaut,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sam.Sts,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samaki,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samantha Barks,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,SameLand.,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samia,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Samm Henshaw,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,Sammi Sanchez,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sammie,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Sammy Arriaga,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sammy Rae & The Friends,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Samora Pinderhughes,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sampa the Great,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Samsaruh,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samson,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Samuel Jacob,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samuel Petra,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Samuel Proffitt,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Samuraii,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,San Fermin,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,San Holo,0,0,14,14,0,0.0,0,0,0,14.0,-14.0,14.0,-0.0,0.0,66,15337,2126,2728,128,15337,15272,603,15210,28.0,0.0,None,
T2126,0.0,San Quinn,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,San Scout,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Sananda Maitreya,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sandro Cavazza,0,0,7,7,0,0.0,0,0,0,7.0,-7.0,7.0,-0.0,0.0,119,15337,2126,2728,231,15335,15219,603,15105,14.0,0.0,None,
T2126,0.0,Sandy e Junior,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sango,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sanjana,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sans Soucis,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Santa Fe Klan,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Santangelo,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sara Davis Regan,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sara Diamond,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sara Keden,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sara Phillips,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Barrios,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sarah Barthel,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Chernoff,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Close,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Sarah Glass,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Jarosz,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Juers,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Sarah Kinsley,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sarah Klang,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah P.,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Proctor,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Reeves,0,0,6,6,0,0.0,0,0,0,6.0,-6.0,6.0,-0.0,0.0,133,15337,2126,2728,260,15331,15205,603,15072,12.0,0.0,None,
T2126,0.0,Sarah Russell,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Silva,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarah Sparks,0,0,3,3,0,0.0,0,0,0,3.0,-3.0,3.0,-0.0,0.0,240,15336,2126,2728,404,15268,15097,603,14865,6.0,0.0,None,
T2126,0.0,Sarcastic Sounds,0,0,11,11,0,0.0,0,0,0,11.0,-11.0,11.0,-0.0,0.0,84,15337,2126,2728,159,15336,15254,603,15178,22.0,0.0,None,
T2126,0.0,Sareena Dominguez,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sarkodie,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saro,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sash,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sasha Dobson,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sasha Keable,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sasha Lillie,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Satchmode,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
T2126,0.0,Satellite Mode,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saticöy,0,0,0,1,0,1.0,0,0,0,1.0,-1.0,1.0,-1.0,1.0,479,14633,802,14008,830,13904,14155,13207,13075,2.0,2.0,None,
T2126,0.0,Saturday,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Sauce Money,0,0,2,2,0,0.0,0,0,0,2.0,-2.0,2.0,-0.0,0.0,295,15333,2126,2728,526,15122,15039,603,14597,4.0,0.0,None,
T2126,0.0,Sauce of Backyard Band,0,0,1,1,0,0.0,0,0,0,1.0,-1.0,1.0,-0.0,0.0,479,14633,2126,2728,830,13904,14155,603,13075,2.0,0.0,None,
T2126,0.0,Saucy Santana,0,0,4,4,0,0.0,0,0,0,4.0,-4.0,4.0,-0.0,0.0,184,15337,2126,2728,338,15312,15154,603,14975,8.0,0.0,None,
